Location,Country,Temperature,CO2Emissions ,SeaLevelRise ,Precipitation ,Humidity ,Windspeed 
Paulport,Samoa,15.118266,357.55453,0.024310973,4.633502,62.153496,46.213615
New Steventon,Congo,15.691075,380.32016,-1.1814492,49.470272,92.97483,31.980387
Wrighthaven,Ecuador,15.255763,442.1637,0.7050137,77.583015,36.264954,32.24349
Ashleyland,Iraq,9.78717,376.6258,0.50490534,99.51285,62.518513,23.873707
Knightport,Saudi Arabia,14.367243,500.82,-1.4581144,61.781273,62.400192,1.4991062
Chavezchester,Gibraltar,14.517424,356.69882,0.07285564,15.354249,16.005413,36.932205
North Kelsey,Anguilla,11.791086,387.37955,0.27894253,50.771664,7.563663,39.093124
East Linda,Equatorial Guinea,21.602959,414.101,1.3656676,53.801582,99.52297,3.2858155
Port Grantland,Cook Islands,14.667895,348.90338,-0.6518565,53.233597,32.685215,41.703365
New Williamborough,Haiti,11.246351,453.9222,0.19752097,2.733179,55.15796,20.624636
Arthurville,Senegal,16.05199,441.94293,0.58668244,69.86406,19.992617,37.3725
Lake Gabrielletown,Denmark,8.465253,394.77817,-0.045120157,42.337223,96.44089,11.563989
Reedmouth,Albania,15.444656,339.56223,1.0522753,61.422047,76.95429,45.816322
Port Hector,Venezuela,6.42656,388.48663,-1.2688525,5.934544,46.795654,48.200993
West Josehaven,Bahamas,11.006959,337.35147,0.42594635,98.71626,65.78105,0.4593042
North Michael,Botswana,16.48492,386.79373,1.1903486,52.724766,96.77289,7.9011846
Johnsonburgh,South Africa,17.403214,407.26785,2.1771464,42.146942,11.840991,1.9374871
West Adamhaven,Kuwait,12.449233,445.3746,0.3013112,8.257778,86.301445,47.72436
Youngmouth,Heard Island and McDonald Islands,14.529472,328.70587,-0.8178704,16.555965,89.18808,15.519231
Johnsonville,Holy See (Vatican City State),23.759039,421.48193,-0.88506806,71.91515,85.77105,5.041691
North Joshuaberg,Mauritius,13.149341,407.22678,2.3792758,63.9602,54.39269,1.2854375
Dannyville,Azerbaijan,21.976149,332.67346,-1.1481943,74.846504,90.26792,18.126957
Patriciaport,Panama,20.622252,439.4669,0.43676433,23.90302,18.490627,27.806067
Nathanborough,San Marino,13.510342,316.91797,0.37472984,33.626774,58.026333,30.997839
Tateland,Uganda,10.809702,310.75403,-0.91434324,28.36209,26.75852,16.140228
Meredithberg,Romania,13.050971,413.71478,-0.3715779,47.947723,99.91671,49.791676
New Michaelhaven,Bangladesh,15.279563,478.835,0.5374991,50.9222,19.372375,4.3678474
Fullerhaven,Palau,14.975478,375.93802,0.77268445,96.8522,94.53835,49.363853
East Monicafort,Egypt,16.393301,409.45953,-0.18465625,43.687466,38.072884,24.086561
North Traceyview,Madagascar,17.040955,429.76706,-1.539321,80.80388,78.11656,47.20184
Williamsview,Saint Vincent and the Grenadines,12.1598215,457.47638,1.4059935,85.97526,28.008326,44.3508
Wolfeborough,Anguilla,19.976227,422.52072,0.22356474,42.4122,40.23445,48.793495
North Andrewmouth,Saint Helena,17.013891,385.06155,1.6138116,53.234463,5.431302,7.032255
West Andrew,Martinique,17.75125,414.30542,-1.7130135,91.91089,53.43205,43.03197
New Diana,Malta,11.389665,395.62866,0.8071019,69.43633,72.97724,9.242962
Diazhaven,Timor-Leste,12.265036,441.88782,-0.5141023,57.349785,16.112349,16.625593
Danielberg,South Africa,16.71469,395.6888,-1.1223136,19.720072,26.628859,32.000786
Meganville,Bahrain,14.017821,331.1444,-1.2779639,62.757645,47.176857,25.709452
Lake Susan,Martinique,16.306046,294.57916,0.7452006,78.93452,44.213024,10.261825
South Charlottechester,Central African Republic,9.086721,414.53763,-0.07144951,45.64181,45.789085,49.399734
Jameschester,Saint Martin,22.215752,375.8345,-0.6987339,23.734665,53.236607,14.275403
Sullivanport,United Kingdom,8.270698,381.16586,0.12549198,35.107353,61.11388,35.34206
New William,Reunion,16.146252,338.95065,-0.04445715,23.32256,41.905987,13.93689
Rodriguezburgh,Kiribati,16.740637,425.30322,-0.83514446,29.537943,0.627744,26.165085
West Amymouth,Turks and Caicos Islands,16.559378,524.28186,-0.8602437,96.3458,37.962696,30.009554
Harrisonville,Botswana,17.634758,342.16953,-0.29377416,1.6414962,27.602858,15.784514
North Melinda,Bhutan,14.203963,473.9805,-0.2659281,49.235504,10.326052,18.28033
Mandyburgh,Mexico,14.364035,363.33447,-0.077303156,14.728775,58.532787,44.828846
East Mason,Luxembourg,8.11264,392.05826,0.16472808,84.60168,39.980785,42.90597
Lake Joelton,Andorra,19.987934,455.21866,-0.81965584,39.065033,20.385012,17.330748
East Laura,Belgium,17.952297,510.3785,-1.7740479,13.045379,58.53799,4.047783
Port Shelby,Aruba,6.039602,416.46216,0.63839436,38.231983,76.234505,35.140575
Tranfort,Tonga,19.415182,398.75735,0.3474609,12.912885,23.963255,32.3264
North Brianland,Dominica,15.857772,390.63553,0.69496113,38.295536,87.65544,27.132269
Lake Julie,Andorra,13.561324,437.8537,0.51761633,38.229923,27.263008,41.04926
West Shannonview,Georgia,22.14026,432.11212,1.6941383,36.676094,33.750454,25.766336
South Deanna,Angola,4.7226057,382.44318,0.42638668,6.646608,34.742348,8.729253
Port Nancyport,Faroe Islands,20.774122,518.1128,0.3021298,50.209286,83.022354,15.164672
East Christopher,Cuba,10.197687,418.50073,1.8062661,11.759238,53.70308,15.42881
West Justin,Indonesia,17.105953,401.1007,-0.1053266,97.927925,7.802691,44.376167
Pennyfort,Libyan Arab Jamahiriya,12.381562,398.0874,-0.18321352,10.583945,44.021736,42.472534
East Gregoryview,Eritrea,8.360476,420.15146,-1.0561402,18.68004,52.802647,6.6182494
Jamesport,Holy See (Vatican City State),18.470798,454.88614,-0.54819214,57.964268,96.24942,33.063614
Jessicaburgh,Sierra Leone,24.279943,401.29666,-0.5461227,16.709587,72.92665,44.310925
New Kimberlyland,Guinea,17.976917,428.25146,-2.7666001,30.939686,24.202097,16.694613
East Marissa,Armenia,16.36927,396.8797,-0.9573851,13.958148,0.43687,36.015003
Harmonland,New Zealand,12.174141,371.19067,-0.5609792,9.318772,74.74995,2.8433838
Port Robertmouth,Saint Pierre and Miquelon,17.113811,422.13947,-0.7520807,21.819992,82.15895,34.77332
Cunninghamshire,United States Virgin Islands,9.112078,370.7413,0.5965219,75.74676,82.49829,21.992506
West Janet,Venezuela,16.534145,310.5168,-1.4834627,94.3897,43.501514,37.920555
New David,Afghanistan,14.197208,408.62576,-0.10029182,67.57011,95.94974,34.804
Higginsburgh,Bahamas,12.818155,403.36993,1.5985283,3.2600362,0.86182994,44.377617
Richardtown,Ireland,10.066701,382.7087,0.30962607,78.76243,55.96753,3.5009725
South Amy,Argentina,21.213213,303.17688,1.0932543,5.200403,29.702545,10.638835
Everettside,Faroe Islands,23.099087,404.96088,1.5266628,89.91744,4.061487,34.2417
South Heatherton,Liechtenstein,22.886774,435.04553,-0.4820346,53.8695,25.211836,30.037655
Charlesview,Ukraine,10.698993,393.33856,0.29990482,83.89181,88.00201,15.197684
South Yolandaton,Cuba,25.87654,408.4842,-0.7125696,23.78027,70.05159,37.740177
East Megantown,Slovenia,19.22077,309.36807,1.2997977,85.31782,61.039997,15.016915
Mitchellstad,Taiwan,9.40395,396.17355,-1.039957,92.33778,24.457743,7.5277033
West Karen,Singapore,15.898001,445.1859,0.85343534,22.376299,35.89979,17.062235
East Codyfurt,Jersey,18.358059,411.20328,0.931841,55.05744,82.27475,4.1815495
New Nathan,Liberia,11.928338,408.6205,0.37743047,44.18053,59.431408,27.399065
New William,United States of America,13.506566,460.62424,1.1254807,25.335447,34.08351,47.881176
Lake Timothychester,Denmark,16.509342,318.11725,-0.4013863,39.2526,40.030693,5.674152
North Amybury,Belize,12.665752,490.28098,1.762586,44.075905,73.04693,3.2468672
Whitneychester,Costa Rica,11.648789,408.97034,-0.8471487,32.906666,34.027252,10.057994
Hannahstad,Kiribati,12.934748,471.03867,-0.55455357,92.154396,71.13144,27.282036
Sarahmouth,Nigeria,11.935044,372.4514,-0.23105851,89.79388,5.76803,35.53593
Reillyberg,Bulgaria,16.39966,381.5903,1.6007812,71.84609,91.07592,25.950699
North Randy,Yemen,19.407417,360.50818,0.7529563,67.32938,79.801094,26.693628
New Carrie,Mauritania,12.916714,412.73248,-0.7906532,7.030663,35.554897,19.547453
Craigmouth,Bouvet Island (Bouvetoya),7.0271583,411.4301,-1.9046735,5.787975,62.458595,33.608124
New Colin,Christmas Island,18.191154,372.2627,-0.23370963,5.002467,74.2192,34.697536
New Samuel,Bosnia and Herzegovina,22.94229,425.43875,-1.6407068,21.042934,32.07437,23.998642
Lake Adam,Heard Island and McDonald Islands,22.156857,390.99957,1.2961444,63.935863,75.20103,42.079372
South Angelafort,Liechtenstein,21.747864,285.33917,-0.33431992,62.274536,18.196434,11.836921
South Juanstad,Germany,24.393766,431.6443,1.1658766,12.57778,67.08805,8.300116
North Matthew,United States Virgin Islands,7.431419,472.92596,-0.0655477,17.52899,86.27646,11.161806
Port Valerie,Romania,11.485927,429.54816,0.14226274,16.32901,76.15165,36.555073
South Derrick,Palestinian Territory,12.476866,377.75854,0.23414671,58.13681,89.08072,17.26294
Mullentown,Libyan Arab Jamahiriya,10.1417675,421.66003,1.3619971,46.4638,23.84852,9.7064705
New Lindafurt,Gibraltar,19.344633,438.03885,1.2520945,85.7428,49.947033,33.470943
Elizabethshire,Maldives,12.88783,423.1904,-0.79299164,57.028717,97.50091,17.993975
North Glenn,Guadeloupe,5.5772576,334.65704,0.79139155,69.64435,78.90272,33.491104
Sparksborough,Sweden,8.569141,321.7449,0.51317835,82.76056,76.54284,28.260265
Alvarezville,American Samoa,13.297588,443.91498,-0.2763697,81.51056,56.823116,3.9716005
New Jenniferside,Gambia,10.4775305,347.83072,0.5578056,93.62748,41.10366,1.2366234
Alexandrafurt,British Indian Ocean Territory (Chagos Archipelago),13.053063,312.25696,0.25428635,53.820698,45.386894,45.21435
North Julie,Mayotte,18.193617,315.22696,-0.3041922,37.49701,37.891556,37.591137
Christinatown,Montserrat,19.89345,397.93805,0.35811964,12.853703,62.446957,20.87245
Lake Stephaniemouth,Isle of Man,17.189346,382.3658,0.76272523,55.194626,10.595591,13.155947
Manningstad,Brunei Darussalam,21.274273,348.42444,0.81350076,31.719795,7.3230815,21.387686
Carpenterport,United Kingdom,16.817402,299.80157,-1.2137963,40.506336,0.40236187,22.29666
South Barbaraland,New Zealand,4.1874094,476.2739,-1.820419,73.08014,44.918846,39.06959
West Cassandraborough,Cyprus,12.341059,342.442,-0.22557516,72.34382,81.47792,49.515194
Jamesshire,Eritrea,12.687042,419.6102,-0.81923866,47.800358,46.92049,38.191895
East Sarahhaven,Sao Tome and Principe,18.051155,407.8766,-0.21779121,10.728928,17.37226,49.83336
New Angelicaland,Kyrgyz Republic,17.044275,438.85394,-1.1890606,22.861616,87.59831,7.153004
Port Monica,Afghanistan,12.891256,434.75174,-0.49592075,25.929535,55.000854,0.98353785
Youngbury,Ecuador,15.368097,374.94513,1.7257885,54.05186,37.51773,7.316846
West Alexander,Reunion,19.586008,464.89218,1.3537364,82.244286,96.2464,35.619884
Curryland,Singapore,8.889316,490.5461,0.71625614,89.220375,30.379988,44.059715
New Stevenview,Bosnia and Herzegovina,15.536409,395.4204,-0.7544915,92.59087,88.18936,24.072199
Port Linda,Montenegro,17.365866,343.69943,0.26389357,47.079903,24.635689,5.10868
New Pamela,Palestinian Territory,2.9386353,411.0141,-0.46601063,18.35246,13.767213,1.5581723
Aliceland,Australia,17.173073,346.67017,0.53954756,84.225075,84.74083,34.793568
South Drewside,Central African Republic,17.488174,349.1378,0.5965755,55.72925,78.12862,47.060715
Priceville,Korea,15.603572,406.1287,-1.4852734,3.3479927,59.02333,0.2284302
Hornebury,Sudan,19.653814,360.37054,-0.001757496,41.590645,86.44974,40.944427
Parkerview,Vanuatu,18.930828,372.23856,0.059981152,81.98617,31.8446,25.199427
North Katherine,Honduras,11.779944,467.87555,-0.00426621,15.03371,13.734763,17.226019
Lisatown,Maldives,23.385284,419.831,0.4892396,49.81691,19.680779,37.931202
East Michaelport,Seychelles,12.425851,368.80457,-0.25058734,59.036453,0.49293932,24.55285
Reginatown,Mongolia,22.23474,368.52563,1.3161935,76.90513,16.964716,11.841949
South Michaelchester,Russian Federation,15.979827,343.49207,1.1472278,56.036842,29.963829,36.29126
North Jennifer,Belize,18.784458,407.5057,0.40812102,83.08152,29.149664,40.569767
Port Rebeccatown,Korea,16.483927,397.17175,0.116189,68.430626,24.573448,30.18588
East Kimberly,Liechtenstein,19.879715,356.11047,-1.81435,89.77687,79.77197,39.55979
Spencerborough,Ukraine,13.970514,406.66388,-0.15402721,85.2219,48.636562,13.32741
Crosbystad,Pitcairn Islands,13.466996,394.57547,-1.1261917,49.015224,44.219563,41.797844
Parsonshaven,Panama,16.81478,408.06128,-0.4356644,58.56892,61.595398,33.911892
South Paulastad,Botswana,15.487098,407.17117,-0.01821059,76.541885,1.6749544,42.97561
North Richardland,French Southern Territories,17.47165,435.81006,0.19791012,26.671919,19.943062,12.804403
North Jennifermouth,Congo,23.331657,390.5173,0.14077576,31.57655,0.46345314,34.477432
New Elizabeth,Armenia,8.255801,330.4825,0.96221423,70.130104,55.727024,7.0346236
Rebeccaport,Turks and Caicos Islands,18.399242,347.626,0.5034324,72.94561,54.83059,24.96088
Martineztown,Tonga,11.631179,462.97382,0.42029014,75.92218,7.8945904,29.494982
North Christopher,Equatorial Guinea,12.564094,352.71985,0.5561224,68.692566,78.751,5.800809
New Deannaland,Western Sahara,18.099968,353.5977,0.78988343,46.393448,53.354916,47.252747
West Nicolefort,Zimbabwe,11.22019,532.40894,0.65411776,21.4028,76.317184,46.460278
Robinsonport,Madagascar,3.5877645,446.24942,-2.5267262,27.717407,85.06342,43.35201
West Nicole,New Zealand,17.355562,448.20135,-0.15513502,90.01545,70.84014,7.5826516
Port Christina,Lebanon,13.361125,360.17664,-2.1401975,14.780119,8.008561,22.03805
Port Suzanneville,Maldives,17.0107,417.89734,0.4787697,55.594185,92.32024,23.555456
West Matthewland,Niger,7.326383,386.31412,-0.5523293,21.310102,2.1517882,13.928405
Scottland,Belgium,21.486025,388.69302,1.0475093,16.091825,37.542385,30.475302
Mcgeeside,Uganda,20.121824,346.42697,-0.7093461,57.57204,48.595997,43.44144
North Ryan,Philippines,16.348007,393.7116,-1.0971397,10.867064,87.16163,43.15436
Stewartshire,Gambia,17.486065,455.99673,-0.5504723,57.299202,24.917448,17.37647
Robinsonbury,Burundi,15.682621,411.02414,0.29218626,58.895824,16.911247,3.6985261
Brownfort,Cape Verde,22.608776,425.64468,0.62552035,76.39361,33.439198,0.73905873
Moonburgh,Belize,21.159288,440.6794,-0.42605227,17.950886,62.359955,23.276913
South Carlville,Sri Lanka,11.802998,357.0603,-0.43828127,63.328228,85.961136,42.155666
Dominiqueburgh,Madagascar,12.655268,407.5637,-0.36628383,98.89228,90.94056,3.6011558
Turnerstad,Australia,11.583777,393.47012,2.1694653,98.37004,28.187294,43.20441
Leeville,United Arab Emirates,16.416674,377.76898,-0.59347135,82.32115,52.621033,18.445707
South Dianebury,Russian Federation,27.146692,420.2768,1.1655267,42.648994,9.214621,47.16493
New Brucefort,Lebanon,11.455867,422.66208,1.8999847,50.3858,70.90474,12.775012
Williamtown,Timor-Leste,21.042486,410.4899,-0.62176734,32.028553,56.54897,13.371341
East Katherine,Hong Kong,9.771253,482.25687,-0.4215254,70.56681,82.60573,1.6542985
Port Cassandraside,New Zealand,10.130739,370.0944,0.018430864,0.9474306,51.434597,15.891072
Erinport,Burundi,15.369244,435.15048,-0.31816196,31.538572,52.221592,31.016903
West Stephanie,Timor-Leste,16.201937,368.74875,2.7449625,43.913155,79.242096,24.71964
Brownville,Cote d'Ivoire,12.027294,461.47156,-0.6604857,46.21396,74.37122,20.02324
Reeseshire,Ecuador,18.43384,383.8365,1.4370594,15.289932,99.61462,21.761345
Carrieborough,Turkey,13.973541,364.48486,-0.08905001,70.32803,41.93073,19.668028
Thomasland,Czech Republic,21.78264,389.2558,-0.70353353,40.226376,53.993584,8.888984
South Brian,Turkmenistan,21.082422,491.8019,0.47672254,40.07647,61.71383,14.198406
Smithhaven,Slovakia (Slovak Republic),19.976894,336.2227,-2.3642104,45.416763,89.99625,38.703407
Leonardburgh,Hungary,16.619434,344.82166,0.36781767,12.355349,7.6418114,4.659832
Carolynmouth,Japan,10.3585415,405.93262,0.828182,91.97632,74.895424,0.8189633
Josephborough,Guadeloupe,11.67448,455.50232,-0.99422824,79.46006,61.511475,49.68451
South Danielleberg,Madagascar,17.922934,456.0799,1.8578107,59.29423,65.59558,43.026855
Colemanburgh,Togo,19.240221,501.35767,-2.1134949,75.30103,78.23478,47.93747
East Jamesborough,Suriname,8.318365,441.15326,-2.7197206,35.97143,74.13737,0.4467921
Strongburgh,Iraq,8.68357,364.0566,-2.0035176,55.61093,19.141504,10.289285
East Johnshire,Palestinian Territory,27.328493,418.0292,0.74104923,65.992226,97.19165,20.086353
Stephaniechester,Israel,15.7775345,372.75348,0.22813511,74.08118,57.083836,28.889217
Martineztown,Philippines,10.535771,316.21967,-0.49369335,56.51748,81.2463,46.4711
Lake Eric,Azerbaijan,11.61817,352.00513,1.6347866,13.195455,16.01649,31.520369
South Tammy,Nicaragua,19.138418,462.3336,1.2829149,56.470005,66.55455,23.826101
Jesseberg,Pakistan,17.907072,344.1097,-0.34924716,69.58689,35.396618,37.592968
Barberbury,Iran,9.92699,392.1371,-0.037214957,56.15389,6.6966934,31.634409
Port Jennifer,Qatar,14.175418,385.894,-0.66417336,49.246403,16.459654,16.074987
Saraton,South Africa,23.368727,404.75793,1.183712,99.65536,80.620735,0.70636934
Port Kristintown,Bangladesh,13.19404,378.22156,1.2066731,76.59345,62.088074,12.618625
Blakeburgh,Qatar,26.729736,385.2539,-0.8823697,93.72166,18.104404,38.740746
Port Latashatown,Brazil,13.635889,354.53946,-1.0817064,9.118685,93.666306,12.87577
Tanyastad,Czech Republic,6.7994614,310.5077,0.19293961,3.5544755,5.33268,43.16643
Michaelhaven,Venezuela,15.254344,405.71304,0.17787108,27.903452,12.063296,22.102148
Lake Robertshire,Saint Kitts and Nevis,23.631523,409.63547,-2.8308518,0.5814603,89.21802,17.604319
Lake James,India,12.507289,455.61115,-1.5484328,50.978073,68.46898,8.889467
South Joshuafort,Falkland Islands (Malvinas),17.290085,385.69116,-0.6779609,96.335945,90.80566,12.710241
Wiseton,Antarctica (the territory South of 60 deg S),17.50185,476.71835,-0.6656245,38.91665,42.49945,7.1352606
Aaronfort,Central African Republic,11.712224,420.4096,0.10878903,94.85302,29.698118,49.17446
East Debraburgh,Congo,26.52633,447.16757,-1.2432867,10.014669,89.49092,2.244113
Vincentberg,Swaziland,14.391526,418.77634,-0.13667323,15.466488,67.18079,0.60093594
Wardport,Cameroon,20.346521,412.69183,0.85386497,89.564644,3.590775,37.1267
Johnsonfurt,North Macedonia,6.742511,335.20346,1.1533779,67.490074,41.632473,8.217951
Lake Ann,Morocco,7.9776096,407.88898,-1.7103385,5.4066873,31.663937,10.676428
Harperville,Dominican Republic,21.581198,379.0962,-0.20382495,42.541866,5.1630664,26.515568
Gallowaytown,United States of America,20.801893,338.3454,0.872257,57.038197,60.44837,33.49835
East Christyhaven,Ghana,12.443154,414.46524,1.5145507,63.58973,99.158875,42.507397
East Davidchester,Nepal,10.8482685,492.7891,-0.52059,94.529465,0.5276571,7.6038175
New Valerie,Cambodia,8.296286,365.18665,-0.5288273,12.834566,37.211235,20.40272
Reeveston,Bolivia,9.278148,352.50836,-1.1154984,99.65921,14.347164,39.243347
West Jennifer,Bhutan,16.145994,356.6243,-0.23603696,6.834466,78.096855,0.35185242
Ronaldmouth,Cameroon,19.869125,397.31784,0.58046544,72.27203,23.725317,0.13395682
New Rachel,India,21.685629,486.86887,0.35237867,43.732655,84.98797,39.117676
West Barbara,Egypt,18.471638,492.60803,0.60213417,67.651695,69.9464,28.497744
Kellyhaven,Samoa,23.058537,446.56857,1.1174492,96.55944,98.50383,14.6801815
New Breanna,Saudi Arabia,24.931534,446.7742,0.90347785,39.045464,80.61853,9.3495
